AdjustedWkt,Description
POINT (33.15 69.066666666666663),BARENTS AND KARA SEAS  1. TOWING DRILLING RIG NAN HAI BA HAO01 TO 08 NOV  FROM DRILLING POINT TO PORT OF MURMANSK ALONG THE ROUTE  72-13.31N 065-51.07E 70-42.70N 058-55.20E 70-35.60N 058-17.90E 70-25.90N 057-54.40E  70-15.90N 057-51.00E 70-14.50N 057-04.60E 69-32.20N 034-34.50E 69-32.20N 034-08.90E  69-20.30N 033-32.80E 69-18.70N 033-30.60E 69-11.90N 033-31.30E 69-10.10N 033-31.50E  69-09.70N 033-30.90E 69-07.50N 033-25.50E 69-06.80N 033-24.40E  69-05.10N 033-20.20E 69-04.00N 033-09.00E 69-03.70N 033-06.60E  WGS-84 DATUM  TWO MILE BERTH REQUESTED  2. CANCEL THIS MSG 09 NOV 20
POINT (33.11 69.061666666666667),BARENTS AND KARA SEAS  1. TOWING DRILLING RIG NAN HAI BA HAO01 TO 08 NOV  FROM DRILLING POINT TO PORT OF MURMANSK ALONG THE ROUTE  72-13.31N 065-51.07E 70-42.70N 058-55.20E 70-35.60N 058-17.90E 70-25.90N 057-54.40E  70-15.90N 057-51.00E 70-14.50N 057-04.60E 69-32.20N 034-34.50E 69-32.20N 034-08.90E  69-20.30N 033-32.80E 69-18.70N 033-30.60E 69-11.90N 033-31.30E 69-10.10N 033-31.50E  69-09.70N 033-30.90E 69-07.50N 033-25.50E 69-06.80N 033-24.40E  69-05.10N 033-20.20E 69-04.00N 033-09.00E 69-03.70N 033-06.60E  WGS-84 DATUM  TWO MILE BERTH REQUESTED  2. CANCEL THIS MSG 09 NOV 20
"POLYGON ((177.5 70.833333333333329, 176.16666666666666 69.86666666666666, 180 70.515863833685415, 180 70.60069644183676, 177.5 70.833333333333329))",CHUKCHI SEA PROLIV LONGA  CHARTS RUS 12429 12430 12431  1. BOMBING EXERCISES FROM 301400 OCT TO 051400 NOV UTC  IN AREA TEMPORARILY DANGEROUS TO NAVIGATION BOUNDED BY  70-50N 177-30E 69-52N 176-10E 70-34N 179-40W  2. CANCEL THIS MSG 051500 UTC NOV 20  6
"POLYGON ((-179.999999 70.515863833685415, -179.66666666666666 70.566666666666663, -179.999999 70.60069644183676, -179.999999 70.515863833685415))",CHUKCHI SEA PROLIV LONGA  CHARTS RUS 12429 12430 12431  1. BOMBING EXERCISES FROM 301400 OCT TO 051400 NOV UTC  IN AREA TEMPORARILY DANGEROUS TO NAVIGATION BOUNDED BY  70-50N 177-30E 69-52N 176-10E 70-34N 179-40W  2. CANCEL THIS MSG 051500 UTC NOV 20  6
"POLYGON ((34 70, 34 69.75, 38 69.75, 38 70.8, 36 70.8, 34 70))",BARENTS SEA  CHART RUS 10100  1. ROCKET LAUNCHING 0700 TO 2100 UTC DAILY 10 TO 13 NOV  IN AREA DANGEROUS TO NAVIGATION 70-48.0N 036-00.0E 70-48.0N 038-00.0E  69-45.0N 038-00.0E 69-45.0N 034-00.0E 70-00.0N 034-00.0E  2. CANCEL THIS MSG 132200 NOV 20
"POLYGON ((33 71.083333333333329, 33 70.5, 33.333333333333336 70, 33.633333333333333 69.716666666666669, 33.633333333333333 69.533333333333331, 37.25 69.533333333333331, 38.5 70.333333333333329, 38.5 71.083333333333329, 33 71.083333333333329))",BARENTS SEA  CHART RUS 10100  1. MISSILE FIRING 0300 TO 1800 UTC DAILY 11 TO 14 NOV  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 71-05.0N 033-00.0E 71-05.0N 038-30.0E 70-20.0N 038-30.0E  69-32.0N 037-15.0E 69-32.0N 033-38.0E 69-43.0N 033-38.0E 70-00.0N 033-20.0E 70-30.0N 033-00.0E  2. CANCEL THIS MSG 141900 UTC NOV 20
"POLYGON ((46.5 68.13333333333334, 50.833333333333336 68.35, 48.666666666666664 68.683333333333337, 46.5 68.13333333333334))",BARENTS SEA POMORSKY STRAIT CHYOSHSKAYA GUBA  CHART RUS 10100  1. MISSILE FIRING 0100 TO 1600 UTC DAILY 10 TO 13 NOV  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 68-08.0N 046-30.0E 68-41.0N 048-40.0E 68-21.0N 050-50.0E  THEN COASTAL LINE TO 68-08.0N 046-30.0E  2. CANCEL THIS MSG 131700 UTC NOV 20
"POLYGON ((35.5 70.316666666666663, 35 69.206666666666663, 40 68, 41 68.5, 41 70.316666666666663, 35.5 70.316666666666663))",BARENTS AND WHITE SEAS  CHART RUS 10100  1. MISSILE FIRING 0200 TO 1700 UTC DAILY 16 TO 19 NOV  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA 70-19.0N 035-30.0E 70-19.0N 041-00.0E 68-30.0N 041-00.0E  68-00.0N 040-00.0E THEN COASTAL LINE TO 69-12.4N 035-00.0E  2. CANCEL THIS MSG 191800 UTC NOV 20  3. CANCEL 150/20 AND THIS PARA  4
"POLYGON ((34 70, 34 69.75, 38 69.75, 38 70.8, 36 70.8, 34 70))",BARENTS SEA  CHART RUS 10100  1. ROCKET LAUNCHING 222100 TO 272100 UTC NOV  IN AREA DANGEROUS TO NAVIGATION BOUNDED BY 70-48.0N 036-00.0E  70-48.0N 038-00.0E 69-45.0N 038-00.0E 69-45.0N 034-00.0E 70-00.0N 034-00.0E  2. CANCEL THIS MESSAGE 272200 UTC NOV 20
"POLYGON ((35.5 70.316666666666663, 35 69.206666666666663, 40 68, 41 68.5, 41 70.316666666666663, 35.5 70.316666666666663))",BARENTS AND WHITE SEAS  CHART RUS 10100  1. MISSILE FIRING 0200 TO 1700 UTC DAILY 25 TO 28 NOV  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE  IN AREA BOUNDED BY 70-19.0N 035-30.0E 70-19.0N 041-00.0E 68-30.0N 041-00.0E  68-00.0N 040-00.0E THEN COASTAL LINE TO 69-12.4N 035-00.0E  2. CANCEL THIS MSG 281800 UTC NOV 20
"POLYGON ((37.833333333333336 68.083333333333329, 50.5 68.083333333333329, 50.5 72.3, 37.833333333333336 72.3, 37.833333333333336 68.083333333333329))",BARENTS AND WHITE SEAS  CHART RUS 10100  1. SPECIAL ACTIVITIES 302100 UTC NOV TO 152100 UTC DEC  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE IN AREAS  А. 68-37.0N 037-50.0E 68-15.0N 039-59.0E 68-08.0N 039-49.0E  THEN COASTAL LINE TO 68-06.5N 039-47.2E 68-05.0N 039-45.0E  68-10.8N 039-11.5E THEN COASTAL LINE TO 68-37.0N 037-50.0E  B. 72-18.0N 049-32.0E 72-03.0N 050-30.0E 68-53.0N 043-25.0E 69-06.0N 042-32.0E  2. CANCEL THIS MSG 152200 UTC DEC 20
"POLYGON ((34.089999999999996 69.4666666666667, 39.560000000000677 69.4666666666667, 39.560000000000677 72.899999999999977, 34.089999999999996 72.899999999999977, 34.089999999999996 69.4666666666667))",BARENTS SEA  CHART RUS 10100  1. MISSILE FIRING 302100 UTC NOV TO 152100 UTC DEC  NAVIGATION PROHIBITED IN TERRITORIAL WATERS DANGEROUS OUTSIDE IN AREAS  A. 69-50.5N 035-00.0E 69-43.6N 035-20.4E 69-28.0N 034-35.5E 69-35.1N 034-16.1E  B. 72-54.0N 034-36.6E 72-43.2N 037-49.2E 72-34.8N 039-33.6E 71-03.0N 038-24.6E  70-27.0N 037-55.8E 70-27.0N 037-01.8E 70-42.0N 034-05.4E 72-16.8N 034-09.0E  2. CANCEL THIS MSG 152200 UTC DEC 20  3
"POLYGON ((141.91666666666646 51.499999999999964, 153.21666666666661 51.499999999999964, 153.21666666666661 59.366666666666625, 141.91666666666646 59.366666666666625, 141.91666666666646 51.499999999999964))",NAVAREA XIII 121/20   SEA OF OKHOTSK   CHART RUS 60118   1. MISSILE EXERCISES 10 TO 16 DEC 0600 TO 1300 UTC IN AREAS   A. 51-55N 152-20E 51-40N 152-40E 51-30N 152-40E   51-30N 152-00E 51-55N 152-00E   B. 52-30N 152-42E 51-58N 153-13E 51-47N 152-43E 52-20N 152-13E   C. 52-38N 151-54E 51-50N 152-39E 51-31N 151-45E 52-18N 150-58E   D. 59-22N 143-46E 58-08N 145-37E 57-25N 144-00E 58-42N 141-55E   2. CANCEL THIS MESSAGE 161400 DEC 20
POINT (142.01166666666666 47.046666666666667),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (132.725 42.763333333333335),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (141.72 47.011666666666663),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (139.07333333333332 46.69166666666667),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (137.52666666666667 45.091666666666669),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (135.885 43.641666666666666),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (134.405 42.698333333333331),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (133.83333333333334 42.553333333333335),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (133.61666666666667 42.593333333333334),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (133.44166666666666 42.625),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (133.06833333333333 42.578333333333333),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (132.99 42.626666666666665),NAVAREA XIII 123/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG SEVERNOYE SIYANIYE 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-45.8N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 108/20 AND THIS PARA
POINT (142.01166666666666 47.046666666666667),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (132.725 42.791666666666664),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (141.72 47.011666666666663),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (139.07333333333332 46.69166666666667),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (137.52666666666667 45.091666666666669),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (135.885 43.641666666666666),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (134.405 42.698333333333331),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (133.83333333333334 42.553333333333335),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (133.61666666666667 42.593333333333334),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (133.44166666666666 42.625),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (133.06833333333333 42.578333333333333),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
POINT (132.99 42.626666666666665),NAVAREA XIII 124/20   TATARSKIY PROLIV SEA OF JAPAN AND ZALIV PETRA VELIKOGO   CHARTS RUS 62009 62075 62074 62004 62003   1. TUG TOWING DRILLING RIG POLYARNAYA ZVEZDA 10 TO 15 DEC   FROM 47-02.8N 142-00.7E IN 42-47.5N 132-43.5E VIA 47-00.7N 141-43.2E   46-41.5N 139-04.4E 45-05.5N 137-31.6E 43-38.5N 135-53.1E   42-41.9N 134-24.3E 42-33.2N 133-50.0E 42-35.6N 133-37.0E   42-37.5N 133-26.5E 42-34.7N 133-04.1E 42-37.6N 132-59.4E   LENGTH OF TOW 1000 METRES   TWO MILE BERTH REQUESTED   2. CANCEL THIS MESSAGE 16 DEC 20   3. CANCEL 109/20 AND THIS PARA
